device,capability,dtype,timing_mode,M,K,N,B,sequential_time_ms,batched_time_ms,avg_ms_per_gemm_seq,avg_ms_per_gemm_bmm,sequential_gflops,batched_gflops,speedup_seq_over_batched
cuda,Orin,float16,cuda_events,512,512,512,1,0.05344000086188316,0.07529599964618683,0.05344000086188316,0.07529599964618683,5023.118481861129,3565.0692900202994,0.7097322714751885
cuda,Orin,float16,cuda_events,512,512,512,2,0.19683200120925903,0.11660800129175186,0.09841600060462952,0.05830400064587593,2727.559079324879,4604.0658106878545,1.6879802331641691
cuda,Orin,float16,cuda_events,512,512,512,4,0.35702401399612427,0.19276799261569977,0.08925600349903107,0.04819199815392494,3007.4778779772955,5570.1250473702885,1.852091777019661
cuda,Orin,float16,cuda_events,512,512,512,8,0.713375985622406,0.33139199018478394,0.08917199820280075,0.04142399877309799,3010.3111000104163,6480.191771691781,2.152665142041086
cuda,Orin,float16,cuda_events,512,512,512,16,1.3448959589004517,0.6100479960441589,0.08405599743127823,0.038127999752759933,3193.531267289584,7040.376042296031,2.2045740132274774
